Vardas            Pavarde           Galutinis (vidurkis)     
Vardas70687       Pavarde70687      4.40                     
Vardas70696       Pavarde70696      2.20                     
Vardas70697       Pavarde70697      3.26                     
Vardas70699       Pavarde70699      2.60                     
Vardas70700       Pavarde70700      2.66                     
Vardas70703       Pavarde70703      3.89                     
Vardas70707       Pavarde70707      2.83                     
Vardas70708       Pavarde70708      3.54                     
Vardas70709       Pavarde70709      2.23                     
Vardas70710       Pavarde70710      4.80                     
Vardas70713       Pavarde70713      3.37                     
Vardas70714       Pavarde70714      2.83                     
Vardas70716       Pavarde70716      3.54                     
Vardas70721       Pavarde70721      3.83                     
Vardas70725       Pavarde70725      4.69                     
Vardas70729       Pavarde70729      4.09                     
Vardas70730       Pavarde70730      4.03                     
Vardas70734       Pavarde70734      3.94                     
Vardas70740       Pavarde70740      4.37                     
Vardas70742       Pavarde70742      4.14                     
Vardas70745       Pavarde70745      4.60                     
Vardas70747       Pavarde70747      3.51                     
Vardas70748       Pavarde70748      3.20                     
Vardas70753       Pavarde70753      2.83                     
Vardas70755       Pavarde70755      4.91                     
Vardas70756       Pavarde70756      4.91                     
Vardas70757       Pavarde70757      4.63                     
Vardas70760       Pavarde70760      2.60                     
Vardas70761       Pavarde70761      4.86                     
Vardas70764       Pavarde70764      2.83                     
Vardas70769       Pavarde70769      3.57                     
Vardas70771       Pavarde70771      2.71                     
Vardas70772       Pavarde70772      2.60                     
Vardas70775       Pavarde70775      3.43                     
Vardas70776       Pavarde70776      2.77                     
Vardas70777       Pavarde70777      2.23                     
Vardas70781       Pavarde70781      3.09                     
Vardas70785       Pavarde70785      4.80                     
Vardas70791       Pavarde70791      2.94                     
Vardas70792       Pavarde70792      2.69                     
Vardas70793       Pavarde70793      3.63                     
Vardas70800       Pavarde70800      4.23                     
Vardas70805       Pavarde70805      4.91                     
Vardas70806       Pavarde70806      2.74                     
Vardas70807       Pavarde70807      4.09                     
Vardas70808       Pavarde70808      3.09                     
Vardas70809       Pavarde70809      4.46                     
Vardas70810       Pavarde70810      3.91                     
Vardas70811       Pavarde70811      2.89                     
Vardas70815       Pavarde70815      3.60                     
Vardas70817       Pavarde70817      3.80                     
Vardas70818       Pavarde70818      3.31                     
Vardas70821       Pavarde70821      2.89                     
Vardas70824       Pavarde70824      3.94                     
Vardas70825       Pavarde70825      4.63                     
Vardas70829       Pavarde70829      3.94                     
Vardas70833       Pavarde70833      3.14                     
Vardas70835       Pavarde70835      2.80                     
Vardas70837       Pavarde70837      4.14                     
Vardas70842       Pavarde70842      4.60                     
Vardas70845       Pavarde70845      3.09                     
Vardas70847       Pavarde70847      3.43                     
Vardas70849       Pavarde70849      2.86                     
Vardas70850       Pavarde70850      3.43                     
Vardas70851       Pavarde70851      4.34                     
Vardas70855       Pavarde70855      3.94                     
Vardas70858       Pavarde70858      4.11                     
Vardas70861       Pavarde70861      4.14                     
Vardas70862       Pavarde70862      4.83                     
Vardas70864       Pavarde70864      4.43                     
Vardas70865       Pavarde70865      3.63                     
Vardas70868       Pavarde70868      4.46                     
Vardas70869       Pavarde70869      4.51                     
Vardas70870       Pavarde70870      4.54                     
Vardas70871       Pavarde70871      4.14                     
Vardas70875       Pavarde70875      3.49                     
Vardas70876       Pavarde70876      4.34                     
Vardas70877       Pavarde70877      3.83                     
Vardas70884       Pavarde70884      3.86                     
Vardas70888       Pavarde70888      3.51                     
Vardas70889       Pavarde70889      2.31                     
Vardas70891       Pavarde70891      3.69                     
Vardas70892       Pavarde70892      2.66                     
Vardas70894       Pavarde70894      4.20                     
Vardas70899       Pavarde70899      4.43                     
Vardas70903       Pavarde70903      3.74                     
Vardas70904       Pavarde70904      4.11                     
Vardas70907       Pavarde70907      2.71                     
Vardas70910       Pavarde70910      3.63                     
Vardas70912       Pavarde70912      3.20                     
Vardas70914       Pavarde70914      4.34                     
Vardas70917       Pavarde70917      2.14                     
Vardas70922       Pavarde70922      3.77                     
Vardas70924       Pavarde70924      3.26                     
Vardas70926       Pavarde70926      4.23                     
Vardas70929       Pavarde70929      4.11                     
Vardas70938       Pavarde70938      4.17                     
Vardas70939       Pavarde70939      4.31                     
Vardas70940       Pavarde70940      2.89                     
Vardas70943       Pavarde70943      2.89                     
Vardas70944       Pavarde70944      3.49                     
Vardas70946       Pavarde70946      3.26                     
Vardas70947       Pavarde70947      3.43                     
Vardas70948       Pavarde70948      4.29                     
Vardas70949       Pavarde70949      4.14                     
Vardas70956       Pavarde70956      3.09                     
Vardas70959       Pavarde70959      4.97                     
Vardas70960       Pavarde70960      4.23                     
Vardas70961       Pavarde70961      2.49                     
Vardas70964       Pavarde70964      2.97                     
Vardas70967       Pavarde70967      4.54                     
Vardas70969       Pavarde70969      2.71                     
Vardas70971       Pavarde70971      3.66                     
Vardas70975       Pavarde70975      3.00                     
Vardas70977       Pavarde70977      4.37                     
Vardas70978       Pavarde70978      2.54                     
Vardas70979       Pavarde70979      2.86                     
Vardas70980       Pavarde70980      3.60                     
Vardas70981       Pavarde70981      4.40                     
Vardas70982       Pavarde70982      2.83                     
Vardas70984       Pavarde70984      3.31                     
Vardas70985       Pavarde70985      4.00                     
Vardas70986       Pavarde70986      4.63                     
Vardas70990       Pavarde70990      4.97                     
Vardas70992       Pavarde70992      3.91                     
Vardas70994       Pavarde70994      3.40                     
Vardas70996       Pavarde70996      4.00                     
Vardas70998       Pavarde70998      2.89                     
Vardas71001       Pavarde71001      2.94                     
Vardas71005       Pavarde71005      3.34                     
Vardas71010       Pavarde71010      2.71                     
Vardas71012       Pavarde71012      4.91                     
Vardas71014       Pavarde71014      2.43                     
Vardas71015       Pavarde71015      2.51                     
Vardas71016       Pavarde71016      3.57                     
Vardas71019       Pavarde71019      3.14                     
Vardas71021       Pavarde71021      3.86                     
Vardas71028       Pavarde71028      3.43                     
Vardas71030       Pavarde71030      2.54                     
Vardas71031       Pavarde71031      3.86                     
Vardas71034       Pavarde71034      4.54                     
Vardas71036       Pavarde71036      3.66                     
Vardas71037       Pavarde71037      4.23                     
Vardas71039       Pavarde71039      2.91                     
Vardas71040       Pavarde71040      2.94                     
Vardas71042       Pavarde71042      4.63                     
Vardas71044       Pavarde71044      2.31                     
Vardas71047       Pavarde71047      4.46                     
Vardas71049       Pavarde71049      3.11                     
Vardas71050       Pavarde71050      4.71                     
Vardas71051       Pavarde71051      4.91                     
Vardas71053       Pavarde71053      4.89                     
Vardas71058       Pavarde71058      3.11                     
Vardas71060       Pavarde71060      4.06                     
Vardas71064       Pavarde71064      4.31                     
Vardas71070       Pavarde71070      4.94                     
Vardas71075       Pavarde71075      4.40                     
Vardas71076       Pavarde71076      3.69                     
Vardas71083       Pavarde71083      3.20                     
Vardas71085       Pavarde71085      3.43                     
Vardas71089       Pavarde71089      4.29                     
Vardas71091       Pavarde71091      4.29                     
Vardas71092       Pavarde71092      2.43                     
Vardas71093       Pavarde71093      4.91                     
Vardas71094       Pavarde71094      3.83                     
Vardas71099       Pavarde71099      3.40                     
Vardas71102       Pavarde71102      4.00                     
Vardas71113       Pavarde71113      2.94                     
Vardas71114       Pavarde71114      4.54                     
Vardas71118       Pavarde71118      3.77                     
Vardas71119       Pavarde71119      4.03                     
Vardas71120       Pavarde71120      3.49                     
Vardas71125       Pavarde71125      3.49                     
Vardas71127       Pavarde71127      2.03                     
Vardas71128       Pavarde71128      2.83                     
Vardas71131       Pavarde71131      3.74                     
Vardas71132       Pavarde71132      3.34                     
Vardas71135       Pavarde71135      3.77                     
Vardas71136       Pavarde71136      4.97                     
Vardas71137       Pavarde71137      2.63                     
Vardas71138       Pavarde71138      4.94                     
Vardas71140       Pavarde71140      2.77                     
Vardas71142       Pavarde71142      4.06                     
Vardas71143       Pavarde71143      4.14                     
Vardas71146       Pavarde71146      3.60                     
Vardas71148       Pavarde71148      3.11                     
Vardas71152       Pavarde71152      2.43                     
Vardas71162       Pavarde71162      1.91                     
Vardas71165       Pavarde71165      4.29                     
Vardas71166       Pavarde71166      3.17                     
Vardas71167       Pavarde71167      3.60                     
Vardas71169       Pavarde71169      2.54                     
Vardas71173       Pavarde71173      4.14                     
Vardas71180       Pavarde71180      3.60                     
Vardas71182       Pavarde71182      3.23                     
Vardas71184       Pavarde71184      3.43                     
Vardas71187       Pavarde71187      3.06                     
Vardas71188       Pavarde71188      3.00                     
Vardas71189       Pavarde71189      2.77                     
Vardas71192       Pavarde71192      2.77                     
Vardas71195       Pavarde71195      3.46                     
Vardas71196       Pavarde71196      3.14                     
Vardas71197       Pavarde71197      4.34                     
Vardas71199       Pavarde71199      4.46                     
Vardas71201       Pavarde71201      2.49                     
Vardas71202       Pavarde71202      2.37                     
Vardas71206       Pavarde71206      4.09                     
Vardas71208       Pavarde71208      2.54                     
Vardas71210       Pavarde71210      3.40                     
Vardas71211       Pavarde71211      4.46                     
Vardas71212       Pavarde71212      3.29                     
Vardas71221       Pavarde71221      3.83                     
Vardas71227       Pavarde71227      3.17                     
Vardas71229       Pavarde71229      4.11                     
Vardas71230       Pavarde71230      4.71                     
Vardas71233       Pavarde71233      3.60                     
Vardas71236       Pavarde71236      4.60                     
Vardas71237       Pavarde71237      3.51                     
Vardas71238       Pavarde71238      3.49                     
Vardas71243       Pavarde71243      4.66                     
Vardas71244       Pavarde71244      2.60                     
Vardas71246       Pavarde71246      4.60                     
Vardas71248       Pavarde71248      3.83                     
Vardas71249       Pavarde71249      3.43                     
Vardas71252       Pavarde71252      3.23                     
Vardas71253       Pavarde71253      3.97                     
Vardas71255       Pavarde71255      3.49                     
Vardas71256       Pavarde71256      3.31                     
Vardas71260       Pavarde71260      4.91                     
Vardas71262       Pavarde71262      3.20                     
Vardas71265       Pavarde71265      2.94                     
Vardas71271       Pavarde71271      3.54                     
Vardas71274       Pavarde71274      2.54                     
Vardas71275       Pavarde71275      3.31                     
Vardas71276       Pavarde71276      2.91                     
Vardas71277       Pavarde71277      3.74                     
Vardas71278       Pavarde71278      4.29                     
Vardas71281       Pavarde71281      3.54                     
Vardas71282       Pavarde71282      2.66                     
Vardas71285       Pavarde71285      3.34                     
Vardas71286       Pavarde71286      4.29                     
Vardas71288       Pavarde71288      3.77                     
Vardas71289       Pavarde71289      3.74                     
Vardas71291       Pavarde71291      4.31                     
Vardas71294       Pavarde71294      3.26                     
Vardas71297       Pavarde71297      4.09                     
Vardas71299       Pavarde71299      3.80                     
Vardas71300       Pavarde71300      4.69                     
Vardas71301       Pavarde71301      4.69                     
Vardas71302       Pavarde71302      4.91                     
Vardas71303       Pavarde71303      3.54                     
Vardas71306       Pavarde71306      2.94                     
Vardas71307       Pavarde71307      4.74                     
Vardas71310       Pavarde71310      4.00                     
Vardas71311       Pavarde71311      4.97                     
Vardas71312       Pavarde71312      4.23                     
Vardas71313       Pavarde71313      2.86                     
Vardas71315       Pavarde71315      3.63                     
Vardas71316       Pavarde71316      3.86                     
Vardas71318       Pavarde71318      4.57                     
Vardas71319       Pavarde71319      3.49                     
Vardas71321       Pavarde71321      4.37                     
Vardas71325       Pavarde71325      2.63                     
Vardas71328       Pavarde71328      4.89                     
Vardas71334       Pavarde71334      4.06                     
Vardas71336       Pavarde71336      3.66                     
Vardas71338       Pavarde71338      3.77                     
Vardas71339       Pavarde71339      3.46                     
Vardas71340       Pavarde71340      4.54                     
Vardas71342       Pavarde71342      3.71                     
Vardas71344       Pavarde71344      4.40                     
Vardas71345       Pavarde71345      4.66                     
Vardas71346       Pavarde71346      4.94                     
Vardas71347       Pavarde71347      3.14                     
Vardas71358       Pavarde71358      4.03                     
Vardas71359       Pavarde71359      2.71                     
Vardas71361       Pavarde71361      3.57                     
Vardas71364       Pavarde71364      4.89                     
Vardas71365       Pavarde71365      4.57                     
Vardas71367       Pavarde71367      3.97                     
Vardas71369       Pavarde71369      2.74                     
Vardas71370       Pavarde71370      4.63                     
Vardas71373       Pavarde71373      4.17                     
Vardas71374       Pavarde71374      4.00                     
Vardas71375       Pavarde71375      4.80                     
Vardas71379       Pavarde71379      4.54                     
Vardas71381       Pavarde71381      4.46                     
Vardas71382       Pavarde71382      3.17                     
Vardas71383       Pavarde71383      4.66                     
Vardas71385       Pavarde71385      3.97                     
Vardas71386       Pavarde71386      3.57                     
Vardas71391       Pavarde71391      2.43                     
Vardas71392       Pavarde71392      2.80                     
Vardas71393       Pavarde71393      3.57                     
Vardas71394       Pavarde71394      3.51                     
Vardas71395       Pavarde71395      2.89                     
Vardas71396       Pavarde71396      4.03                     
Vardas71398       Pavarde71398      4.69                     
Vardas71399       Pavarde71399      3.54                     
Vardas71400       Pavarde71400      4.83                     
Vardas71401       Pavarde71401      3.51                     
Vardas71404       Pavarde71404      4.11                     
Vardas71405       Pavarde71405      4.74                     
Vardas71408       Pavarde71408      4.94                     
Vardas71409       Pavarde71409      4.00                     
Vardas71412       Pavarde71412      4.69                     
Vardas71417       Pavarde71417      3.37                     
Vardas71418       Pavarde71418      4.17                     
Vardas71420       Pavarde71420      4.86                     
Vardas71422       Pavarde71422      4.09                     
Vardas71424       Pavarde71424      4.66                     
Vardas71427       Pavarde71427      3.54                     
Vardas71428       Pavarde71428      2.26                     
Vardas71429       Pavarde71429      3.03                     
Vardas71434       Pavarde71434      4.77                     
Vardas71437       Pavarde71437      4.51                     
Vardas71441       Pavarde71441      3.69                     
Vardas71443       Pavarde71443      2.71                     
Vardas71444       Pavarde71444      4.23                     
Vardas71445       Pavarde71445      3.51                     
Vardas71447       Pavarde71447      3.86                     
Vardas71448       Pavarde71448      3.97                     
Vardas71452       Pavarde71452      3.51                     
Vardas71455       Pavarde71455      4.83                     
Vardas71456       Pavarde71456      4.34                     
Vardas71457       Pavarde71457      4.26                     
Vardas71459       Pavarde71459      3.23                     
Vardas71460       Pavarde71460      4.69                     
Vardas71461       Pavarde71461      3.89                     
Vardas71462       Pavarde71462      2.51                     
Vardas71464       Pavarde71464      3.11                     
Vardas71465       Pavarde71465      3.26                     
Vardas71472       Pavarde71472      3.60                     
Vardas71476       Pavarde71476      2.66                     
Vardas71479       Pavarde71479      4.97                     
Vardas71480       Pavarde71480      3.54                     
Vardas71481       Pavarde71481      2.66                     
Vardas71482       Pavarde71482      3.26                     
Vardas71491       Pavarde71491      2.97                     
Vardas71496       Pavarde71496      3.03                     
Vardas71497       Pavarde71497      2.77                     
Vardas71499       Pavarde71499      4.69                     
Vardas71501       Pavarde71501      2.94                     
Vardas71503       Pavarde71503      3.49                     
Vardas71504       Pavarde71504      3.20                     
Vardas71507       Pavarde71507      4.17                     
Vardas71508       Pavarde71508      4.91                     
Vardas71510       Pavarde71510      3.63                     
Vardas71515       Pavarde71515      2.43                     
Vardas71516       Pavarde71516      4.14                     
Vardas71518       Pavarde71518      4.80                     
Vardas71519       Pavarde71519      4.43                     
Vardas71520       Pavarde71520      3.54                     
Vardas71523       Pavarde71523      3.14                     
Vardas71524       Pavarde71524      3.97                     
Vardas71527       Pavarde71527      2.49                     
Vardas71529       Pavarde71529      3.37                     
Vardas71530       Pavarde71530      3.46                     
Vardas71533       Pavarde71533      2.60                     
Vardas71535       Pavarde71535      4.57                     
Vardas71536       Pavarde71536      4.71                     
Vardas71537       Pavarde71537      4.54                     
Vardas71538       Pavarde71538      3.94                     
Vardas71543       Pavarde71543      4.57                     
Vardas71544       Pavarde71544      2.60                     
Vardas71546       Pavarde71546      3.46                     
Vardas71548       Pavarde71548      2.43                     
Vardas71549       Pavarde71549      4.83                     
Vardas71551       Pavarde71551      4.71                     
Vardas71552       Pavarde71552      3.40                     
Vardas71554       Pavarde71554      4.20                     
Vardas71557       Pavarde71557      3.49                     
Vardas71558       Pavarde71558      3.29                     
Vardas71560       Pavarde71560      4.23                     
Vardas71563       Pavarde71563      3.94                     
Vardas71566       Pavarde71566      2.80                     
Vardas71569       Pavarde71569      3.43                     
Vardas71571       Pavarde71571      2.74                     
Vardas71576       Pavarde71576      3.60                     
Vardas71577       Pavarde71577      3.71                     
Vardas71580       Pavarde71580      3.31                     
Vardas71583       Pavarde71583      3.74                     
Vardas71585       Pavarde71585      4.91                     
Vardas71586       Pavarde71586      3.40                     
Vardas71587       Pavarde71587      4.74                     
Vardas71590       Pavarde71590      2.80                     
Vardas71593       Pavarde71593      2.86                     
Vardas71594       Pavarde71594      3.97                     
Vardas71595       Pavarde71595      4.34                     
Vardas71596       Pavarde71596      3.66                     
Vardas71597       Pavarde71597      4.31                     
Vardas71600       Pavarde71600      4.09                     
Vardas71601       Pavarde71601      3.03                     
Vardas71603       Pavarde71603      3.49                     
Vardas71607       Pavarde71607      3.60                     
Vardas71608       Pavarde71608      4.97                     
Vardas71609       Pavarde71609      4.40                     
Vardas71616       Pavarde71616      4.37                     
Vardas71618       Pavarde71618      2.83                     
Vardas71620       Pavarde71620      3.54                     
Vardas71622       Pavarde71622      4.86                     
Vardas71624       Pavarde71624      2.77                     
Vardas71627       Pavarde71627      3.86                     
Vardas71629       Pavarde71629      2.29                     
Vardas71631       Pavarde71631      2.26                     
Vardas71632       Pavarde71632      4.74                     
Vardas71634       Pavarde71634      2.54                     
Vardas71637       Pavarde71637      4.17                     
Vardas71638       Pavarde71638      4.89                     
Vardas71639       Pavarde71639      2.91                     
Vardas71640       Pavarde71640      2.80                     
Vardas71641       Pavarde71641      2.49                     
Vardas71647       Pavarde71647      2.89                     
Vardas71648       Pavarde71648      2.80                     
Vardas71651       Pavarde71651      3.14                     
Vardas71655       Pavarde71655      3.60                     
Vardas71657       Pavarde71657      3.31                     
Vardas71660       Pavarde71660      4.69                     
Vardas71661       Pavarde71661      3.77                     
Vardas71662       Pavarde71662      2.66                     
Vardas71665       Pavarde71665      3.31                     
Vardas71673       Pavarde71673      3.49                     
Vardas71675       Pavarde71675      2.74                     
Vardas71678       Pavarde71678      2.80                     
Vardas71681       Pavarde71681      3.26                     
Vardas71682       Pavarde71682      4.97                     
Vardas71683       Pavarde71683      3.03                     
Vardas71685       Pavarde71685      4.17                     
Vardas71692       Pavarde71692      4.91                     
Vardas71693       Pavarde71693      2.26                     
Vardas71698       Pavarde71698      3.57                     
Vardas71699       Pavarde71699      3.91                     
Vardas71701       Pavarde71701      4.63                     
Vardas71702       Pavarde71702      4.54                     
Vardas71703       Pavarde71703      3.97                     
Vardas71704       Pavarde71704      3.00                     
Vardas71706       Pavarde71706      2.71                     
Vardas71707       Pavarde71707      2.91                     
Vardas71710       Pavarde71710      2.94                     
Vardas71711       Pavarde71711      4.20                     
Vardas71716       Pavarde71716      4.49                     
Vardas71717       Pavarde71717      3.20                     
Vardas71724       Pavarde71724      2.89                     
Vardas71725       Pavarde71725      4.40                     
Vardas71727       Pavarde71727      4.26                     
Vardas71731       Pavarde71731      3.89                     
Vardas71733       Pavarde71733      3.17                     
Vardas71734       Pavarde71734      3.51                     
Vardas71735       Pavarde71735      2.83                     
Vardas71738       Pavarde71738      3.80                     
Vardas71739       Pavarde71739      2.60                     
Vardas71740       Pavarde71740      4.23                     
Vardas71744       Pavarde71744      4.54                     
Vardas71746       Pavarde71746      4.66                     
Vardas71747       Pavarde71747      3.37                     
Vardas71750       Pavarde71750      2.66                     
Vardas71751       Pavarde71751      3.74                     
Vardas71754       Pavarde71754      3.69                     
Vardas71755       Pavarde71755      3.71                     
Vardas71756       Pavarde71756      4.49                     
Vardas71757       Pavarde71757      4.89                     
Vardas71758       Pavarde71758      4.31                     
Vardas71761       Pavarde71761      4.00                     
Vardas71762       Pavarde71762      3.89                     
Vardas71764       Pavarde71764      2.71                     
Vardas71765       Pavarde71765      3.06                     
Vardas71768       Pavarde71768      3.14                     
Vardas71770       Pavarde71770      3.83                     
Vardas71776       Pavarde71776      4.94                     
Vardas71781       Pavarde71781      2.94                     
Vardas71785       Pavarde71785      4.11                     
Vardas71786       Pavarde71786      3.66                     
Vardas71788       Pavarde71788      3.89                     
Vardas71790       Pavarde71790      3.11                     
Vardas71794       Pavarde71794      4.77                     
Vardas71796       Pavarde71796      2.94                     
Vardas71797       Pavarde71797      4.34                     
Vardas71798       Pavarde71798      4.66                     
Vardas71799       Pavarde71799      2.71                     
Vardas71801       Pavarde71801      3.54                     
Vardas71803       Pavarde71803      3.03                     
Vardas71805       Pavarde71805      3.91                     
Vardas71809       Pavarde71809      3.51                     
Vardas71812       Pavarde71812      3.80                     
Vardas71814       Pavarde71814      4.34                     
Vardas71819       Pavarde71819      4.11                     
Vardas71823       Pavarde71823      2.63                     
Vardas71824       Pavarde71824      4.74                     
Vardas71825       Pavarde71825      4.26                     
Vardas71830       Pavarde71830      4.00                     
Vardas71831       Pavarde71831      3.80                     
Vardas71833       Pavarde71833      4.40                     
Vardas71835       Pavarde71835      4.14                     
Vardas71852       Pavarde71852      4.11                     
Vardas71853       Pavarde71853      4.46                     
Vardas71854       Pavarde71854      3.91                     
Vardas71856       Pavarde71856      4.83                     
Vardas71857       Pavarde71857      3.00                     
Vardas71859       Pavarde71859      4.63                     
Vardas71860       Pavarde71860      3.54                     
Vardas71861       Pavarde71861      4.17                     
Vardas71862       Pavarde71862      4.86                     
Vardas71863       Pavarde71863      3.00                     
Vardas71864       Pavarde71864      3.80                     
Vardas71868       Pavarde71868      3.94                     
Vardas71869       Pavarde71869      3.60                     
Vardas71871       Pavarde71871      2.31                     
Vardas71873       Pavarde71873      4.26                     
Vardas71874       Pavarde71874      4.26                     
Vardas71876       Pavarde71876      3.86                     
Vardas71878       Pavarde71878      2.97                     
Vardas71879       Pavarde71879      4.11                     
Vardas71881       Pavarde71881      2.97                     
Vardas71884       Pavarde71884      3.63                     
Vardas71886       Pavarde71886      2.77                     
Vardas71887       Pavarde71887      3.89                     
Vardas71889       Pavarde71889      4.51                     
Vardas71891       Pavarde71891      3.43                     
Vardas71894       Pavarde71894      3.66                     
Vardas71897       Pavarde71897      3.46                     
Vardas71899       Pavarde71899      4.77                     
Vardas71901       Pavarde71901      4.66                     
Vardas71906       Pavarde71906      2.74                     
Vardas71907       Pavarde71907      4.51                     
Vardas71908       Pavarde71908      3.54                     
Vardas71910       Pavarde71910      4.11                     
Vardas71911       Pavarde71911      3.97                     
Vardas71912       Pavarde71912      3.83                     
Vardas71913       Pavarde71913      2.60                     
Vardas71918       Pavarde71918      2.94                     
Vardas71919       Pavarde71919      3.83                     
Vardas71920       Pavarde71920      4.31                     
Vardas71921       Pavarde71921      3.20                     
Vardas71923       Pavarde71923      3.23                     
Vardas71929       Pavarde71929      3.83                     
Vardas71931       Pavarde71931      3.57                     
Vardas71932       Pavarde71932      3.34                     
Vardas71933       Pavarde71933      2.37                     
Vardas71934       Pavarde71934      3.29                     
Vardas71935       Pavarde71935      4.37                     
Vardas71939       Pavarde71939      3.51                     
Vardas71940       Pavarde71940      4.17                     
Vardas71941       Pavarde71941      4.09                     
Vardas71942       Pavarde71942      4.97                     
Vardas71943       Pavarde71943      4.71                     
Vardas71945       Pavarde71945      4.43                     
Vardas71947       Pavarde71947      2.23                     
Vardas71948       Pavarde71948      4.31                     
Vardas71949       Pavarde71949      4.17                     
Vardas71950       Pavarde71950      3.57                     
Vardas71952       Pavarde71952      3.94                     
Vardas71953       Pavarde71953      4.74                     
Vardas71955       Pavarde71955      3.69                     
Vardas71960       Pavarde71960      3.40                     
Vardas71964       Pavarde71964      4.89                     
Vardas71970       Pavarde71970      3.06                     
Vardas71971       Pavarde71971      4.31                     
Vardas71975       Pavarde71975      2.46                     
Vardas71976       Pavarde71976      3.91                     
Vardas71977       Pavarde71977      3.89                     
Vardas71978       Pavarde71978      3.14                     
Vardas71979       Pavarde71979      4.51                     
Vardas71980       Pavarde71980      4.03                     
Vardas71982       Pavarde71982      4.49                     
Vardas71983       Pavarde71983      4.23                     
Vardas71985       Pavarde71985      3.66                     
Vardas71986       Pavarde71986      4.74                     
Vardas71987       Pavarde71987      2.94                     
Vardas71992       Pavarde71992      2.43                     
Vardas71995       Pavarde71995      4.20                     
Vardas71996       Pavarde71996      3.51                     
Vardas71997       Pavarde71997      2.69                     
Vardas71999       Pavarde71999      3.97                     
Vardas72000       Pavarde72000      4.26                     
Vardas72004       Pavarde72004      3.06                     
Vardas72005       Pavarde72005      1.97                     
Vardas72006       Pavarde72006      2.69                     
Vardas72013       Pavarde72013      4.71                     
Vardas72014       Pavarde72014      3.26                     
Vardas72020       Pavarde72020      3.29                     
Vardas72021       Pavarde72021      3.89                     
Vardas72024       Pavarde72024      2.91                     
Vardas72025       Pavarde72025      4.43                     
Vardas72026       Pavarde72026      3.89                     
Vardas72028       Pavarde72028      4.09                     
Vardas72029       Pavarde72029      3.11                     
Vardas72030       Pavarde72030      4.40                     
Vardas72038       Pavarde72038      4.71                     
Vardas72041       Pavarde72041      2.80                     
Vardas72043       Pavarde72043      3.37                     
Vardas72047       Pavarde72047      3.40                     
Vardas72049       Pavarde72049      2.77                     
Vardas72050       Pavarde72050      3.26                     
Vardas72051       Pavarde72051      2.97                     
Vardas72052       Pavarde72052      3.83                     
Vardas72060       Pavarde72060      4.49                     
Vardas72061       Pavarde72061      4.20                     
Vardas72065       Pavarde72065      2.71                     
Vardas72067       Pavarde72067      3.74                     
Vardas72071       Pavarde72071      3.83                     
Vardas72076       Pavarde72076      4.37                     
Vardas72080       Pavarde72080      3.20                     
Vardas72085       Pavarde72085      3.77                     
Vardas72086       Pavarde72086      4.26                     
Vardas72088       Pavarde72088      4.34                     
Vardas72089       Pavarde72089      2.91                     
Vardas72092       Pavarde72092      3.86                     
Vardas72098       Pavarde72098      4.03                     
Vardas72099       Pavarde72099      3.09                     
Vardas72101       Pavarde72101      4.77                     
Vardas72103       Pavarde72103      3.00                     
Vardas72104       Pavarde72104      3.11                     
Vardas72105       Pavarde72105      3.57                     
Vardas72114       Pavarde72114      3.74                     
Vardas72125       Pavarde72125      4.71                     
Vardas72126       Pavarde72126      3.71                     
Vardas72127       Pavarde72127      3.60                     
Vardas72129       Pavarde72129      3.34                     
Vardas72130       Pavarde72130      2.71                     
Vardas72131       Pavarde72131      4.57                     
Vardas72132       Pavarde72132      3.66                     
Vardas72133       Pavarde72133      4.80                     
Vardas72135       Pavarde72135      2.49                     
Vardas72138       Pavarde72138      3.89                     
Vardas72139       Pavarde72139      2.77                     
Vardas72141       Pavarde72141      4.97                     
Vardas72142       Pavarde72142      2.74                     
Vardas72147       Pavarde72147      4.26                     
Vardas72157       Pavarde72157      2.49                     
Vardas72160       Pavarde72160      4.14                     
Vardas72162       Pavarde72162      3.40                     
Vardas72164       Pavarde72164      3.54                     
Vardas72166       Pavarde72166      4.97                     
Vardas72169       Pavarde72169      2.94                     
Vardas72177       Pavarde72177      4.23                     
Vardas72178       Pavarde72178      3.71                     
Vardas72181       Pavarde72181      4.91                     
Vardas72182       Pavarde72182      3.54                     
Vardas72183       Pavarde72183      4.57                     
Vardas72184       Pavarde72184      3.17                     
Vardas72187       Pavarde72187      3.94                     
Vardas72191       Pavarde72191      1.97                     
Vardas72194       Pavarde72194      2.34                     
Vardas72195       Pavarde72195      2.34                     
Vardas72196       Pavarde72196      4.77                     
Vardas72201       Pavarde72201      4.49                     
Vardas72205       Pavarde72205      2.91                     
Vardas72206       Pavarde72206      3.66                     
Vardas72208       Pavarde72208      3.94                     
Vardas72209       Pavarde72209      2.37                     
Vardas72211       Pavarde72211      4.89                     
Vardas72213       Pavarde72213      4.00                     
Vardas72216       Pavarde72216      2.57                     
Vardas72217       Pavarde72217      3.71                     
Vardas72218       Pavarde72218      4.03                     
Vardas72223       Pavarde72223      4.80                     
Vardas72226       Pavarde72226      3.77                     
Vardas72227       Pavarde72227      2.60                     
Vardas72228       Pavarde72228      3.34                     
Vardas72230       Pavarde72230      3.89                     
Vardas72234       Pavarde72234      2.51                     
Vardas72236       Pavarde72236      4.46                     
Vardas72237       Pavarde72237      3.37                     
Vardas72239       Pavarde72239      3.31                     
Vardas72240       Pavarde72240      3.09                     
